Branch_Name Customer_Code Customer_Name Customer_Type Category_Name Lat Long Product_Code Product_Description rSales
ECATEPEC 19409 "ABAR CORONA" PLATA RTEC 19.532858 -99.082736 1008043774 "PAKETITO FROOT LOOPS 25GR" 15
ECATEPEC 19413 "ABAR EL VEGA" PLATA RTEC 19.5355 -99.0877 1008043774 "PAKETITO FROOT LOOPS 25GR" 12
ECATEPEC 19426 "MISC ALCALA" PLATA RTEC 19.5362 -99.0916 1008043774 "PAKETITO FROOT LOOPS 25GR" 4
ECATEPEC 19436 "MISC PANCHO" PLATA RTEC 19.5332 -99.0917 1008043774 "PAKETITO FROOT LOOPS 25GR" 75
ECATEPEC 19461 "MISC CHABELITA" PLATA RTEC 19.5577 -99.0857 1008043774 "PAKETITO FROOT LOOPS 25GR" 16
ECATEPEC 19465 "MISC EL GUERO" PLATA RTEC 19.555683 -99.086299 1008043774 "PAKETITO FROOT LOOPS 25GR" 16
ECATEPEC 19564 "ABAR ANASTACIO" PLATA RTEC 19.55576 -99.080114 1008043774 "PAKETITO FROOT LOOPS 25GR" 12
ECATEPEC 19695 "ABTS. SUSY" PLATA RTEC 19.5277 -99.0861 1008043774 "PAKETITO FROOT LOOPS 25GR" 24
ECATEPEC 19774 "MISC LA PASADITA" PLATA RTEC 19.543453 -99.079743 1008043774 "PAKETITO FROOT LOOPS 25GR" 0
ECATEPEC 19792 "ABAR DIANA" PLATA RTEC 19.5532 -99.0771 1008043774 "PAKETITO FROOT LOOPS 25GR" 30
ECATEPEC 19800 "ABAR SAM" PLATA RTEC 19.55401 -99.07796 1008043774 "PAKETITO FROOT LOOPS 25GR" 10
ECATEPEC 19814 "MISC DON ALEX" PLATA RTEC 19.554487 -99.075265 1008043774 "PAKETITO FROOT LOOPS 25GR" 9
ECATEPEC 19833 "MISC. JAVI" PLATA RTEC 19.5525 -99.0754 1008043774 "PAKETITO FROOT LOOPS 25GR" 14
ECATEPEC 19891 "ABAR CHELO" PLATA RTEC 19.539 -99.0706 1008043774 "PAKETITO FROOT LOOPS 25GR" 27
ECATEPEC 19900 "EL QUERETANO" PLATA RTEC 19.5436 -99.072 1008043774 "PAKETITO FROOT LOOPS 25GR" 2
ECATEPEC 19906 "MISC LAS TORRES" PLATA RTEC 19.5432 -99.0721 1008043774 "PAKETITO FROOT LOOPS 25GR" 30
ECATEPEC 19939 "MISC. ANITA" PLATA RTEC 19.5457 -99.0717 1008043774 "PAKETITO FROOT LOOPS 25GR" 6
ECATEPEC 19950 "ABAR JAZMIN" PLATA RTEC 19.556163 -99.072999 1008043774 "PAKETITO FROOT LOOPS 25GR" 5
ECATEPEC 19975 "ABAR GUS" PLATA RTEC 19.544 -99.0699 1008043774 "PAKETITO FROOT LOOPS 25GR" 36
ECATEPEC 19990 "MISC ABIGAIL" PLATA RTEC 19.542169 -99.067845 1008043774 "PAKETITO FROOT LOOPS 25GR" 3
ECATEPEC 19993 "MISC EMILI" PLATA RTEC 19.540068 -99.064097 1008043774 "PAKETITO FROOT LOOPS 25GR" 21
ECATEPEC 20009 "ABAR CARLITA I" PLATA RTEC 19.537984 -99.066235 1008043774 "PAKETITO FROOT LOOPS 25GR" 6
ECATEPEC 20020 "MISC ANDREA" PLATA RTEC 19.5355 -99.0678 1008043774 "PAKETITO FROOT LOOPS 25GR" 3
ECATEPEC 20110 "ABTS. LUPITA" PLATA RTEC 19.55768 -99.06215 1008043774 "PAKETITO FROOT LOOPS 25GR" 32
ECATEPEC 20125 "ABAR CASTILLOS" PLATA RTEC 19.541252 -99.063224 1008043774 "PAKETITO FROOT LOOPS 25GR" 12
ECATEPEC 20126 "ABAR DON PANCHITO" PLATA RTEC 19.5415 -99.063 1008043774 "PAKETITO FROOT LOOPS 25GR" 3
ECATEPEC 20147 "MISC LOS 3A" PLATA RTEC 19.539436 -99.06263 1008043774 "PAKETITO FROOT LOOPS 25GR" 24
ECATEPEC 20169 "ABAR LA NUEVA" PLATA RTEC 19.543628 -99.057692 1008043774 "PAKETITO FROOT LOOPS 25GR" 42
ECATEPEC 20200 "ABAR GONZALEZ" PLATA RTEC 19.539993 -99.047716 1008043774 "PAKETITO FROOT LOOPS 25GR" 3
ECATEPEC 20232 "MISC. LA POBLANITA" PLATA RTEC 19.5477 -99.0514 1008043774 "PAKETITO FROOT LOOPS 25GR" 27
